Sectie;Xcoord;Ycoord;dist_binnen;dist_buiten;angle_binnen;angle_buiten
A;191423.48;509091.66;110;500;-27.47;152.53
A;191423.94;509092.55;108;500;-27.47;152.53
A;191424.4;509093.44;97;500;-27.47;152.53
A;191424.86;509094.33;93;500;-27.47;152.53
A;191425.32;509095.21;90;500;-27.47;152.53
A;191425.78;509096.1;86;500;-27.47;152.53
A;191426.24;509096.99;91;500;-28.96;151.04
A;191426.73;509097.86;130;500;-38.08;141.92
A;191427.34;509098.65;131;500;-38.08;141.92
A;191427.96;509099.44;131;500;-38.08;141.92
A;191428.58;509100.22;132;500;-38.08;141.92
A;191429.19;509101.01;135;500;-35.42;144.58
A;191429.77;509101.82;45;500;-34.46;145.54
A;191430.34;509102.65;38;500;-34.46;145.54
A;191430.91;509103.47;38;500;-34.46;145.54
A;191431.47;509104.3;38;500;-34.46;145.54
A;191432.04;509105.12;38;500;-34.46;145.54
A;191432.6;509105.95;38;500;-34.46;145.54
A;191433.17;509106.77;38;500;-34.46;145.54
A;191433.73;509107.6;38;500;-34.46;145.54
A;191434.3;509108.42;38;500;-34.46;145.54
A;191434.87;509109.25;38;500;-34.46;145.54
A;191435.43;509110.07;38;500;-34.46;145.54
A;191436.0;509110.89;38;500;-34.46;145.54
A;191436.56;509111.72;38;500;-34.46;145.54
A;191437.13;509112.54;38;500;-34.46;145.54
A;191437.7;509113.37;38;500;-34.46;145.54
A;191438.26;509114.19;38;500;-34.46;145.54
A;191438.83;509115.02;38;500;-34.46;145.54
A;191439.39;509115.84;38;500;-34.46;145.54
A;191439.96;509116.67;38;500;-34.46;145.54
A;191440.52;509117.49;38;500;-34.46;145.54
A;191441.09;509118.32;38;500;-34.46;145.54
A;191441.66;509119.14;38;500;-34.46;145.54
A;191442.22;509119.96;38;500;-34.46;145.54
A;191442.79;509120.79;38;500;-34.46;145.54
A;191443.35;509121.61;38;500;-34.46;145.54
A;191443.92;509122.44;38;500;-34.46;145.54
A;191444.49;509123.26;38;500;-35.13;144.87
A;191445.06;509124.08;38;500;-35.24;144.76
A;191445.64;509124.9;38;500;-35.24;144.76
A;191446.22;509125.71;38;500;-35.24;144.76
A;191446.79;509126.53;38;500;-35.24;144.76
A;191447.37;509127.35;38;500;-35.24;144.76
A;191447.95;509128.16;38;500;-35.24;144.76
A;191448.52;509128.98;38;500;-35.24;144.76
A;191449.1;509129.8;38;500;-35.24;144.76
A;191449.68;509130.61;38;500;-35.24;144.76
A;191450.25;509131.43;38;500;-35.24;144.76
A;191450.83;509132.25;38;500;-35.24;144.76
A;191451.41;509133.06;38;500;-35.24;144.76
A;191451.99;509133.88;38;500;-35.24;144.76
A;191452.56;509134.7;38;500;-35.24;144.76
A;191453.14;509135.52;38;500;-35.24;144.76
A;191453.72;509136.33;38;500;-35.24;144.76
A;191454.29;509137.15;38;500;-35.24;144.76
A;191454.87;509137.97;38;500;-35.24;144.76
A;191455.45;509138.78;38;500;-35.24;144.76
A;191456.02;509139.6;38;500;-35.24;144.76
A;191456.6;509140.42;43;500;-35.24;144.76
A;191457.18;509141.23;43;500;-35.24;144.76
A;191457.76;509142.05;43;500;-35.24;144.76
A;191458.33;509142.87;39;500;-35.24;144.76
A;191458.91;509143.68;39;500;-35.24;144.76
A;191459.49;509144.5;39;500;-35.24;144.76
A;191460.06;509145.32;34;500;-35.24;144.76
A;191460.64;509146.13;34;500;-35.24;144.76
A;191461.22;509146.95;34;500;-35.24;144.76
A;191461.79;509147.77;34;500;-35.24;144.76
A;191462.37;509148.58;34;500;-35.13;144.87
A;191462.95;509149.4;34;500;-34.99;145.01
A;191463.52;509150.22;34;500;-34.99;145.01
A;191464.09;509151.04;34;500;-34.99;145.01
A;191464.67;509151.86;34;500;-34.99;145.01
A;191465.24;509152.68;34;500;-34.99;145.01
A;191465.81;509153.5;34;500;-34.99;145.01
A;191466.39;509154.32;34;500;-34.99;145.01
A;191466.96;509155.14;34;500;-34.99;145.01
A;191467.54;509155.95;34;500;-34.99;145.01
A;191468.11;509156.77;34;500;-34.99;145.01
A;191468.68;509157.59;34;500;-34.99;145.01
A;191469.26;509158.41;34;500;-34.99;145.01
A;191469.83;509159.23;34;500;-34.99;145.01
A;191470.4;509160.05;34;500;-34.99;145.01
A;191470.98;509160.87;34;500;-34.99;145.01
A;191471.55;509161.69;34;500;-34.99;145.01
A;191472.12;509162.51;34;500;-34.99;145.01
A;191472.7;509163.33;34;500;-34.99;145.01
A;191473.27;509164.15;34;500;-34.99;145.01
A;191473.84;509164.97;34;500;-34.99;145.01
A;191474.42;509165.79;34;500;-34.99;145.01
A;191474.99;509166.6;34;500;-34.99;145.01
A;191475.56;509167.42;34;500;-34.99;145.01
A;191476.14;509168.24;34;500;-34.99;145.01
A;191476.71;509169.06;34;500;-34.99;145.01
A;191477.29;509169.88;34;500;-34.99;145.01
A;191477.86;509170.7;34;500;-34.99;145.01
A;191478.43;509171.52;34;500;-34.99;145.01
A;191479.01;509172.34;34;500;-34.99;145.01
A;191479.58;509173.16;34;500;-34.99;145.01
A;191480.15;509173.98;34;500;-34.99;145.01
A;191480.73;509174.8;34;500;-34.99;145.01
A;191481.3;509175.62;34;500;-34.99;145.01
A;191481.87;509176.44;34;500;-34.99;145.01
A;191482.45;509177.25;34;500;-34.99;145.01
A;191483.02;509178.07;34;500;-34.99;145.01
A;191483.59;509178.89;34;500;-34.99;145.01
A;191484.17;509179.71;34;500;-34.99;145.01
A;191484.74;509180.53;34;500;-34.99;145.01
A;191485.31;509181.35;34;500;-34.99;145.01
A;191485.89;509182.17;34;500;-34.99;145.01
A;191486.46;509182.99;64;500;-34.46;145.54
A;191487.03;509183.81;64;500;-34.12;145.88
A;191487.59;509184.64;64;500;-34.12;145.88
A;191488.15;509185.47;64;500;-34.12;145.88
A;191488.71;509186.3;64;500;-34.12;145.88
A;191489.27;509187.13;64;500;-34.12;145.88
A;191489.83;509187.95;64;500;-34.12;145.88
A;191490.39;509188.78;196;500;-34.12;145.88
A;191490.95;509189.61;196;500;-34.12;145.88
A;191491.51;509190.44;195;500;-34.12;145.88
A;191492.08;509191.27;205;500;-34.12;145.88
A;191492.64;509192.09;214;500;-34.12;145.88
A;191493.2;509192.92;224;500;-34.12;145.88
A;191493.76;509193.75;244;500;-34.12;145.88
A;191494.32;509194.58;252;500;-34.12;145.88
A;191494.88;509195.4;253;500;-34.12;145.88
A;191495.44;509196.23;253;500;-34.12;145.88
A;191496.0;509197.06;252;500;-34.12;145.88
A;191496.56;509197.89;252;500;-34.12;145.88
A;191497.12;509198.72;252;500;-34.12;145.88
A;191497.68;509199.54;252;500;-34.12;145.88
A;191498.24;509200.37;252;500;-34.12;145.88
A;191498.81;509201.2;254;500;-34.12;145.88
A;191499.37;509202.03;263;500;-34.12;145.88
A;191499.93;509202.86;32;500;-34.12;145.88
A;191500.49;509203.68;32;500;-34.12;145.88
A;191501.05;509204.51;32;500;-34.12;145.88
A;191501.61;509205.34;32;500;-34.12;145.88
A;191502.17;509206.17;37;500;-34.12;145.88
A;191502.73;509207.0;37;500;-34.12;145.88
A;191503.29;509207.82;37;500;-34.12;145.88
A;191503.85;509208.65;37;500;-34.12;145.88
A;191504.41;509209.48;37;500;-34.12;145.88
A;191504.98;509210.31;39;500;-34.12;145.88
A;191505.54;509211.14;39;500;-34.12;145.88
A;191506.1;509211.96;39;500;-34.12;145.88
